"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"1312",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3
"1313",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1314",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1315",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1316",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1317",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1318",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1319",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"132",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,0,5,2
"1320",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1321",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1323",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1324",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1326",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1327",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1328",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1329",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"133",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,7,2
"1330",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1332",0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1333",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1334",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1335",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1336",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1337",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1338",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1339",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"134",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,1
"1341",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1342",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1343",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1344",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1345",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1346",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1349",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"135",12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,1
"1350",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1352",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1354",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1355",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1356",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1357",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1358",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1359",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"136",10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,18,0,5,0,1
"1360",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1361",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1362",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1363",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1364",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1365",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1366",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3
"1367",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1368",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1369",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"137",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,7,6,2
"1370",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1371",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"1372",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1373",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1374",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1379",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"138",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,1
"1380",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1381",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1383",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1384",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1385",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1386",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1387",0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1388",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1389",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"139",10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,37,0,0,0,1
"1390",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1391",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3
"1392",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1396",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1397",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1398",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1399",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"14",11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,1
"140",8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,1
"1400",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1401",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1403",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1404",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1405",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1406",0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1407",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1408",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1409",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3
"141",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,7,8,2
"1410",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1411",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1412",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1414",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1415",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1417",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"142",8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,26,0,0,0,1
"1420",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1421",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1422",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1424",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1425",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1426",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1427",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1428",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1429",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,8,8,2
"1430",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1431",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1432",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3
"1433",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1434",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1436",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1437",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1438",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1439",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"144",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,7,0,7,6,2
"1440",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1442",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1443",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1444",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3
"1446",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1447",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1449",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"145",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,8,5,2
"1450",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1451",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1452",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1453",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1454",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1455",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3
"1456",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1457",0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1458",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1459",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"146",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,14,0,0,12,2
"1460",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1461",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1462",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1463",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1464",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1465",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1466",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1467",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1468",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"1469",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"147",11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,17,0,5,6,2
"1471",0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1472",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1473",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1474",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1475",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
"1476",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1477",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1478",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1479",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"148",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0,1
"1480",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1481",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1482",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1483",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1484",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1485",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1486",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1487",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1488",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"149",6,0,0,0,0,0,0,0,0,0,0,0,0,35,7,5,33,0,0,0,1
"1490",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1491",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1492",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1493",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1494",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1495",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1496",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1498",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1499",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3
"15",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,10,2
"150",14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,0,0,0,1
"1500",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1501",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1502",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1503",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1504",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1505",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1506",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1507",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1508",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1509",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"151",11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,7,2
"1510",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1511",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1513",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1514",0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1515",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1517",0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1518",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1519",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"152",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,10,0,8,8,2
"1520",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1521",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1522",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3
"1523",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1525",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1526",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1527",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1528",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1529",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
"153",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,1
"1530",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3
"1531",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1532",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1533",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1534",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1535",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1536",0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1537",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1539",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"154",11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,12,2
"1540",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1541",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1542",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1543",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1544",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1545",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1546",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1547",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1548",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1549",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"155",6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,0,13,2
"1550",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1552",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1553",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1554",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1555",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1556",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1557",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1558",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1559",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,6,10,2
"1560",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1561",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1562",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1563",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1564",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1565",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1566",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1567",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1568",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1569",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"157",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,1
"1570",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1571",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1572",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1573",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1574",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1575",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1576",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1578",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1579",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"158",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,8,6,2
"1580",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1581",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1582",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1584",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1585",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1586",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1587",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1588",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1589",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"159",5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,11,2
"1590",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1591",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1592",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1593",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1595",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1596",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1597",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1598",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1599",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,7,1
"160",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,0,11,2
"1600",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1601",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1602",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1603",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1604",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1605",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1606",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1607",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1608",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1609",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"161",9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,0,5,0,1
"1610",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1611",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1612",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1613",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1614",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1615",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1616",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1618",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1619",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
