"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"130",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,5,26
"1300",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1301",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27
"1302",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1303",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1304",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27
"1306",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10
"1307",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1308",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1309",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"131",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,2
"1310",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1311",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1312",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10
"1313",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1314",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1315",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1316",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1317",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1318",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1319",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"132",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,0,5,1
"1320",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1321",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1323",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1324",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1326",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1327",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1328",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1329",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"133",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,7,1
"1330",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6
"1332",0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1333",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6
"1334",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6
"1335",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1336",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1337",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1338",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1339",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"134",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,2
"1341",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1342",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1343",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1344",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1345",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1346",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1349",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"135",12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,2
"1350",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1352",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1354",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1355",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1356",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1357",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1358",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1359",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"136",10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,19,0,5,0,9
"1360",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1361",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1362",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1363",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1364",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1365",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1366",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,27
"1367",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1368",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1369",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
"137",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,7,6,29
"1370",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1371",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
"1372",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1373",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1374",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1379",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"138",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,2
"1380",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1381",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1383",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1384",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1385",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1386",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1387",0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1388",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1389",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"139",10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,37,0,0,0,2
"1390",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1391",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7
"1392",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1396",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1397",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1398",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1399",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"14",11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,2
"140",8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,15
"1400",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1401",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1403",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1404",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1405",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1406",0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1407",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1408",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1409",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17
"141",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,7,8,20
"1410",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1411",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1412",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1414",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1415",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1417",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"142",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,2
"1420",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1421",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1422",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6
"1424",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1425",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1426",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1427",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1428",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1429",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,15,0,8,8,29
"1430",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1431",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1432",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27
"1433",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1434",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1436",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1437",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1438",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1439",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"144",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,7,6,29
"1440",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1442",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1443",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1444",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7
"1446",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1447",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1449",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"145",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,8,5,12
"1450",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1451",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6
"1452",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1453",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1454",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1455",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27
"1456",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1457",0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1458",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1459",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"146",9,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,17,0,0,13,1
"1460",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1461",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1462",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1463",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1464",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1465",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"1466",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1467",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1468",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
"1469",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"147",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,17,0,5,6,12
"1471",0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1472",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1473",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1474",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1475",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27
"1476",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1477",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1478",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1479",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"148",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0,3
"1480",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1481",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1482",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1483",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1484",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1485",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1486",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1487",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1488",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"149",6,0,0,0,0,0,0,0,0,0,0,0,0,36,7,5,33,0,0,0,32
"1490",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1491",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1492",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1493",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1494",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1495",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1496",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1498",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1499",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17
"15",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,0,10,1
"150",14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,2
"1500",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1501",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1502",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1503",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1504",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1505",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1506",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1507",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1508",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1509",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"151",11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,7,1
"1510",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1511",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
"1513",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1514",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1515",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1517",0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1518",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1519",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"152",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,10,0,8,8,12
"1520",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"1521",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1522",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10
"1523",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1525",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1526",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1527",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1528",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1529",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27
"153",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,26,0,0,0,3
"1530",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7
"1531",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1532",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1533",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1534",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1535",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1536",0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1537",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1539",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"154",11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,12,20
"1540",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1541",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1542",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1543",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1544",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1545",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1546",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1547",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1548",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1549",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"155",6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,0,13,14
"1550",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1552",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1553",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1554",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1555",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1556",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1557",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1558",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1559",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,6,10,29
"1560",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1561",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1562",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1563",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1564",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1565",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1566",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1567",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1568",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1569",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"157",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,3
"1570",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1571",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1572",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1573",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1574",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1575",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1576",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1578",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1579",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"158",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,8,6,29
"1580",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1581",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1582",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1584",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1585",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1586",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1587",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1588",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1589",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"159",5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,11,14
"1590",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1591",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1592",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1593",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1595",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1596",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1597",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1598",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1599",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,7,33
"160",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,0,0,11,1
"1600",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1601",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1602",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1603",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1604",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1605",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1606",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
