"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"1607",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1608",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1609",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
"161",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,5,0,9
"1610",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1611",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1612",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1613",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1614",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1615",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1616",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1618",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1619",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"162",12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,2
"1620",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1621",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
"1622",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1623",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7
"1624",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1626",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1629",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"163",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,27,0,6,0,9
"1631",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1632",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1635",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1636",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1637",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1639",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"164",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,2
"1640",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1641",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1642",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10
"1643",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1644",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1646",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1647",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1648",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
"1649",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"165",9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,34,0,0,0,2
"1650",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1652",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1653",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1654",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1656",0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"1657",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1658",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1659",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"166",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,2
"1660",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
"1661",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1662",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1663",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1664",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27
"1665",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1667",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
"1669",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"167",5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0,2
"1670",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17
"1671",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1672",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1673",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"1675",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1676",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1678",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1679",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"168",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,7,7,12
"1680",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1681",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1682",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1683",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1684",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1685",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1686",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1687",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1688",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
"1689",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"169",5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0,9
"1690",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1691",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1692",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1693",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,22
"1694",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1695",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1696",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1697",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1698",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1699",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"17",10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,10,5,12
"170",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,8,1
"1700",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1701",0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1705",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,22
"1708",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1709",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7
"171",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8,1
"1711",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1713",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1714",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1715",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1716",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
"1717",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1718",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1719",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"172",5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,14,0,0,16,14
"1720",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1722",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1723",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1724",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1725",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1726",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1727",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1728",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1729",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"173",14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,2
"1730",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1731",0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1734",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1735",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1736",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1738",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1739",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"174",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,9,1
"1740",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1741",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1742",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
"1743",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1744",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1745",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1746",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1747",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1748",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1749",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"175",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,0,0,5,26
"1750",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1754",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1755",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1756",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1757",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1758",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1759",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"176",9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,5,35
"1760",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1761",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1762",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6
"1763",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1764",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1765",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1766",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1767",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1768",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1769",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"177",10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,2
"1770",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1771",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1772",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1773",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1777",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1778",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1779",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"178",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,36,0,0,0,2
"1780",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1781",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1782",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1783",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1784",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1786",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1787",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1789",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"179",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,0,6,33
"1790",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1791",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1792",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1793",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1794",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1795",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
"1796",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1797",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1799",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"18",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,2
"180",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,3
"1801",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1802",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1803",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1804",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1805",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1806",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1807",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1808",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1809",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"181",8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,21
"1810",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1811",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1813",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1814",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1819",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"182",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,2
"1820",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1821",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1822",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
"1823",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17
"1824",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1825",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27
"1826",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1827",0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"1828",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1829",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
"183",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,7,8,29
"1830",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17
"1831",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1832",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1833",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1834",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1835",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1836",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1837",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1838",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
"1839",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"184",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,8,11,20
"1840",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1841",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10
"1842",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1843",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1844",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1845",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1847",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1848",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"185",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,2
"1850",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1851",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1852",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1853",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1854",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1855",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1857",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
"1858",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1859",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"186",7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,5,1
"1860",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
"1861",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1862",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1863",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1864",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1865",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1866",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1867",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1868",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1869",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
"187",6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,11,0,0,15,14
"1870",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27
"1871",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1872",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1873",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1875",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1876",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1877",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1878",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7
"1879",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"188",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,19,0,5,7,12
"1881",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6
"1882",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1883",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1884",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1885",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1886",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1887",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1888",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17
"1889",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"189",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0,2
"1890",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1891",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1892",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1893",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1894",0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1895",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1896",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1897",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1898",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1899",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"19",5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,0,7,0,9
"190",12,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,30,0,0,0,2
"1900",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1901",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1902",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6
"1903",0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1904",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1905",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1906",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
"1907",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1908",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1909",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"191",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0,2
"1910",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1911",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1912",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1913",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1915",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1916",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1917",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1918",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"192",12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,0,0,2
"1920",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1921",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1922",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
